file,dataset,dataset_label,n,m,regime,group,voting_rule,winner,epsilon
00068-00000001.soi,polish,Polish,23,10,n ≫ m,Polish (n ≫ m),plurality,9,0.0
00068-00000002.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,13,0.0
00068-00000003.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00000004.soi,polish,Polish,15,17,n ≈ m,Polish (n ≈ m),plurality,1,0.0
00068-00000005.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000006.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000007.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,3,0.0
00068-00000008.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000009.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000010.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000011.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000012.soi,polish,Polish,15,11,other,Polish (other),plurality,10,0.0
00068-00000013.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000014.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000015.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000016.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000017.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00000018.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000019.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000021.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000022.soi,polish,Polish,21,13,other,Polish (other),plurality,11,0.0
00068-00000023.soi,polish,Polish,15,8,other,Polish (other),plurality,3,0.0
00068-00000024.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000025.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),plurality,3,0.0
00068-00000026.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000027.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000029.soi,polish,Polish,15,11,other,Polish (other),plurality,8,0.018181818181818077
00068-00000030.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00000031.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000032.soi,polish,Polish,21,12,other,Polish (other),plurality,9,0.0
00068-00000033.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000034.soi,polish,Polish,23,10,n ≫ m,Polish (n ≫ m),plurality,8,0.0
00068-00000035.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000036.soi,polish,Polish,15,11,other,Polish (other),plurality,10,0.0
00068-00000037.soi,polish,Polish,15,12,other,Polish (other),plurality,7,0.0
00068-00000038.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00000039.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000040.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000041.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000042.soi,polish,Polish,15,20,other,Polish (other),plurality,20,0.08333333333333326
00068-00000043.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000044.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000045.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000046.soi,polish,Polish,15,12,other,Polish (other),plurality,4,0.0
00068-00000047.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00000048.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00000049.soi,polish,Polish,15,12,other,Polish (other),plurality,4,0.0
00068-00000050.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000051.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000053.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00000054.soi,polish,Polish,15,12,other,Polish (other),plurality,2,0.0
00068-00000055.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000056.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000058.soi,polish,Polish,15,10,other,Polish (other),plurality,9,0.0
00068-00000059.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000060.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000061.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000062.soi,polish,Polish,15,11,other,Polish (other),plurality,11,0.0
00068-00000063.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000065.soi,polish,Polish,15,21,other,Polish (other),plurality,18,0.0
00068-00000066.soi,polish,Polish,15,10,other,Polish (other),plurality,3,0.0
00068-00000067.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000068.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000069.soi,polish,Polish,23,8,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000070.soi,polish,Polish,15,11,other,Polish (other),plurality,6,0.0
00068-00000071.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000072.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000073.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000074.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000075.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000076.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000077.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000078.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000079.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,15,0.0
00068-00000080.soi,polish,Polish,21,13,other,Polish (other),plurality,11,0.0
00068-00000081.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000082.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00000083.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000084.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),plurality,11,0.0
00068-00000085.soi,polish,Polish,15,10,other,Polish (other),plurality,3,0.0
00068-00000086.soi,polish,Polish,23,14,other,Polish (other),plurality,11,0.0
00068-00000087.soi,polish,Polish,15,12,other,Polish (other),plurality,5,0.0
00068-00000089.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,12,0.0
00068-00000090.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,7,0.12380952380952381
00068-00000091.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,9,0.0
00068-00000092.soi,polish,Polish,15,8,other,Polish (other),plurality,7,0.0
00068-00000093.soi,polish,Polish,15,10,other,Polish (other),plurality,2,0.0
00068-00000094.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00000095.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),plurality,9,0.0
00068-00000096.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000097.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000098.soi,polish,Polish,21,12,other,Polish (other),plurality,7,0.0
00068-00000099.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000100.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00000101.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00000102.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000103.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00000104.soi,polish,Polish,15,8,other,Polish (other),plurality,2,0.0
00068-00000105.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),plurality,12,0.0
00068-00000106.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000107.soi,polish,Polish,20,9,n ≫ m,Polish (n ≫ m),plurality,7,0.0
00068-00000108.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000109.soi,polish,Polish,15,11,other,Polish (other),plurality,1,0.0
00068-00000110.soi,polish,Polish,15,9,other,Polish (other),plurality,3,0.0
00068-00000111.soi,polish,Polish,15,8,other,Polish (other),plurality,8,0.0
00068-00000112.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000113.soi,polish,Polish,21,19,n ≈ m,Polish (n ≈ m),plurality,15,0.0
00068-00000114.soi,polish,Polish,15,11,other,Polish (other),plurality,2,0.0
00068-00000115.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000116.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000117.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000118.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000119.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000120.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000121.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000122.soi,polish,Polish,15,10,other,Polish (other),plurality,1,0.0
00068-00000123.soi,polish,Polish,15,10,other,Polish (other),plurality,6,0.0
00068-00000124.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000125.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000126.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000127.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000129.soi,polish,Polish,15,8,other,Polish (other),plurality,4,0.0
00068-00000130.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000131.soi,polish,Polish,15,9,other,Polish (other),plurality,8,0.0
00068-00000132.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000133.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000134.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000135.soi,polish,Polish,21,12,other,Polish (other),plurality,3,0.0
00068-00000136.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000137.soi,polish,Polish,21,4,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000138.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000139.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000140.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000141.soi,polish,Polish,15,10,other,Polish (other),plurality,5,0.0
00068-00000142.soi,polish,Polish,15,10,other,Polish (other),plurality,3,0.0
00068-00000143.soi,polish,Polish,15,18,n ≈ m,Polish (n ≈ m),plurality,3,0.0
00068-00000144.soi,polish,Polish,21,12,other,Polish (other),plurality,9,0.0
00068-00000145.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000146.soi,polish,Polish,21,11,other,Polish (other),plurality,1,0.0
00068-00000147.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000148.soi,polish,Polish,15,8,other,Polish (other),plurality,5,0.0
00068-00000149.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000150.soi,polish,Polish,15,9,other,Polish (other),plurality,5,0.0
00068-00000151.soi,polish,Polish,15,10,other,Polish (other),plurality,1,0.0
00068-00000152.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000154.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000155.soi,polish,Polish,15,10,other,Polish (other),plurality,6,0.0
00068-00000157.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,5,0.06666666666666665
00068-00000158.soi,polish,Polish,15,9,other,Polish (other),plurality,2,0.0
00068-00000159.soi,polish,Polish,15,9,other,Polish (other),plurality,4,0.0
00068-00000160.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000161.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000162.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000163.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,6,0.0
00068-00000164.soi,polish,Polish,15,9,other,Polish (other),plurality,1,0.0
00068-00000166.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000168.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,5,0.0
00068-00000169.soi,polish,Polish,21,4,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000170.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000171.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000172.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000173.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000174.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000175.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),plurality,4,0.0
00068-00000176.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000177.soi,polish,Polish,23,9,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000178.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,1,0.0
00068-00000180.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000181.soi,polish,Polish,21,11,other,Polish (other),plurality,8,0.0
00068-00000182.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000183.soi,polish,Polish,15,8,other,Polish (other),plurality,1,0.0
00068-00000184.soi,polish,Polish,15,8,other,Polish (other),plurality,7,0.0
00068-00000185.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000186.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000187.soi,polish,Polish,15,10,other,Polish (other),plurality,4,0.0
00068-00000188.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,3,0.0
00068-00000189.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),plurality,2,0.0
00068-00000190.soi,polish,Polish,15,8,other,Polish (other),plurality,6,0.0
00068-00000191.soi,polish,Polish,15,9,other,Polish (other),plurality,5,0.0
